"ModernName","Date"
"scarlet tanager",1930-05-11
"spotted sandpiper",1930-05-11
"swainson's thrush",1930-05-11
"veery",1930-05-11
"warbling vireo",1930-05-11
"white-crowned sparrow",1930-05-11
"white-throated sparrow",1930-05-11
"american goldfinch",1930-05-12
"american redstart",1930-05-12
"american robin",1930-05-12
"baltimore oriole",1930-05-12
"bay-breasted warbler",1930-05-12
"black-poll warbler",1930-05-12
"black-throated blue warbler",1930-05-12
"black-throated green warbler",1930-05-12
"black and white warbler",1930-05-12
"blue jay",1930-05-12
"brown-headed cowbird",1930-05-12
"brown thrasher",1930-05-12
"canadian warbler",1930-05-12
"cape may warbler",1930-05-12
"chestnut-sided warbler",1930-05-12
"chipping sparrow",1930-05-12
"common tern",1930-05-12
"dark-eyed junco",1930-05-12
"eastern wood-pewee",1930-05-12
"grackle",1930-05-12
"gray-cheeked thrush",1930-05-12
"great-crested flycatcher",1930-05-12
"green heron",1930-05-12
"grey catbird",1930-05-12
"house wren",1930-05-12
"least flycatcher",1930-05-12
"magnolia warbler",1930-05-12
"nashville warbler",1930-05-12
"northern flicker",1930-05-12
"northern water-thrush",1930-05-12
"palm warbler",1930-05-12
"purple martin",1930-05-12
"red-breasted nuthatch",1930-05-12
"red-eyed vireo",1930-05-12
"red-headed woodpecker",1930-05-12
"ruby-throated hummingbird",1930-05-12
"scarlet tanager",1930-05-12
"spotted sandpiper",1930-05-12
"swainson's thrush",1930-05-12
"veery",1930-05-12
"white-crowned sparrow",1930-05-12
"white-throated sparrow",1930-05-12
"wilson's warbler",1930-05-12
"yellow-bellied flycatcher",1930-05-12
"yellow-breasted chat",1930-05-12
"yellow-rumped warbler",1930-05-12
"yellow warbler",1930-05-12
"american goldfinch",1930-05-13
"american redstart",1930-05-13
"american robin",1930-05-13
"bay-breasted warbler",1930-05-13
"black-throated green warbler",1930-05-13
"black and white warbler",1930-05-13
"blackburnian warbler",1930-05-13
"blue jay",1930-05-13
"brown thrasher",1930-05-13
"cape may warbler",1930-05-13
"chestnut-sided warbler",1930-05-13
"chimney swift",1930-05-13
"common tern",1930-05-13
"common yellowthroat",1930-05-13
"dark-eyed junco",1930-05-13
"eastern bluebird",1930-05-13
"fox sparrow",1930-05-13
"grackle",1930-05-13
"gray-cheeked thrush",1930-05-13
"grey catbird",1930-05-13
"house wren",1930-05-13
"indigo bunting",1930-05-13
"least flycatcher",1930-05-13
"magnolia warbler",1930-05-13
"marsh wren",1930-05-13
"northern flicker",1930-05-13
"northern water-thrush",1930-05-13
"palm warbler",1930-05-13
"purple martin",1930-05-13
"red-eyed vireo",1930-05-13
"red-headed woodpecker",1930-05-13
"scarlet tanager",1930-05-13
"spotted sandpiper",1930-05-13
"swainson's thrush",1930-05-13
"tennessee warbler",1930-05-13
"white-crowned sparrow",1930-05-13
"white-throated sparrow",1930-05-13
"wilson's snipe",1930-05-13
"wilson's warbler",1930-05-13
"wood thrush",1930-05-13
"yellow-rumped warbler",1930-05-13
"american crow",1930-05-14
"american redstart",1930-05-14
"american robin",1930-05-14
"baltimore oriole",1930-05-14
"black-poll warbler",1930-05-14
"black-throated green warbler",1930-05-14
"black and white warbler",1930-05-14
"blue jay",1930-05-14
"brown-headed cowbird",1930-05-14
"brown thrasher",1930-05-14
"cape may warbler",1930-05-14
"chipping sparrow",1930-05-14
"common yellowthroat",1930-05-14
"fox sparrow",1930-05-14
"grackle",1930-05-14
"gray-cheeked thrush",1930-05-14
"grey catbird",1930-05-14
"harris sparrow",1930-05-14
"least flycatcher",1930-05-14
"magnolia warbler",1930-05-14
"northern flicker",1930-05-14
"northern water-thrush",1930-05-14
"palm warbler",1930-05-14
"purple martin",1930-05-14
"red-eyed vireo",1930-05-14
"red-headed woodpecker",1930-05-14
"sanderling 
semi-palmated sandpiper
semi-palmated sandpiper",1930-05-14
"solitary sandpiper",1930-05-14
"swainson's thrush",1930-05-14
"white-throated sparrow",1930-05-14
"wilson's thrush",1930-05-14
"wilson's warbler",1930-05-14
"yellow warbler",1930-05-14
"american redstart",1930-05-15
"american robin",1930-05-15
"black-throated blue warbler",1930-05-15
"black-throated green warbler",1930-05-15
"brown-headed cowbird",1930-05-15
"brown thrasher",1930-05-15
"chestnut-sided warbler",1930-05-15
"common tern",1930-05-15
"fox sparrow",1930-05-15
"grackle",1930-05-15
"house wren",1930-05-15
"killdeer",1930-05-15
"least flycatcher",1930-05-15
"magnolia warbler",1930-05-15
"northern flicker",1930-05-15
"northern water-thrush",1930-05-15
"palm warbler",1930-05-15
"purple martin",1930-05-15
"red-headed woodpecker",1930-05-15
"spotted sandpiper",1930-05-15
"swainson's thrush",1930-05-15
"white-throated sparrow",1930-05-15
"wilson's warbler",1930-05-15
"yellow-rumped warbler",1930-05-15
"yellow warbler",1930-05-15
"american redstart",1930-05-16
"american robin",1930-05-16
"black-throated green warbler",1930-05-16
"black and white warbler",1930-05-16
"black tern",1930-05-16
"blue jay",1930-05-16
"brown thrasher",1930-05-16
"common tern",1930-05-16
"eastern towhee",1930-05-16
"fox sparrow",1930-05-16
"grackle",1930-05-16
"gray-cheeked thrush",1930-05-16
"grey catbird",1930-05-16
"house wren",1930-05-16
"least flycatcher",1930-05-16
"magnolia warbler",1930-05-16
"northern flicker",1930-05-16
"northern water-thrush",1930-05-16
"palm warbler",1930-05-16
"purple martin",1930-05-16
"red-headed woodpecker",1930-05-16
"spotted sandpiper",1930-05-16
"swainson's thrush",1930-05-16
"white-crowned sparrow",1930-05-16
"white-throated sparrow",1930-05-16
"wilson's warbler",1930-05-16
"yellow-rumped warbler",1930-05-16
"yellow warbler",1930-05-16
"american redstart",1930-05-17
"american robin",1930-05-17
"black-poll warbler",1930-05-17
"black-throated green warbler",1930-05-17
"black and white warbler",1930-05-17
"blue jay",1930-05-17
"brown-headed cowbird",1930-05-17
"common tern",1930-05-17
"fox sparrow",1930-05-17
"grackle",1930-05-17
"gray-cheeked thrush",1930-05-17
"grey catbird",1930-05-17
"harris sparrow",1930-05-17
"magnolia warbler",1930-05-17
"northern flicker",1930-05-17
"palm warbler",1930-05-17
"purple martin",1930-05-17
"red-headed woodpecker",1930-05-17
"spotted sandpiper",1930-05-17
"swainson's thrush",1930-05-17
"tennessee warbler",1930-05-17
"white-crowned sparrow",1930-05-17
"white-throated sparrow",1930-05-17
"wilson's warbler",1930-05-17
"yellow-bellied sapsucker",1930-05-17
"yellow-rumped warbler",1930-05-17
"yellow warbler",1930-05-17
"american redstart",1930-05-18
"american robin",1930-05-18
"black-throated green warbler",1930-05-18
"black and white warbler",1930-05-18
"black tern",1930-05-18
"blue-winged teal",1930-05-18
"bonaparte's gull",1930-05-18
"common tern",1930-05-18
"common yellowthroat",1930-05-18
"dark-eyed junco",1930-05-18
"eastern towhee",1930-05-18
"fox sparrow",1930-05-18
"grackle",1930-05-18
"gray-cheeked thrush",1930-05-18
"least flycatcher",1930-05-18
"northern flicker",1930-05-18
"northern water-thrush",1930-05-18
"palm warbler",1930-05-18
"purple martin",1930-05-18
"red-headed woodpecker",1930-05-18
"swainson's thrush",1930-05-18
"swamp sparrow",1930-05-18
"white-throated sparrow",1930-05-18
"wilson's warbler",1930-05-18
"yellow-rumped warbler",1930-05-18
"yellow warbler",1930-05-18
"northern flicker",1930-05-19
"american redstart",1930-05-20
"american robin",1930-05-20
"black-throated green warbler",1930-05-20
"black and white warbler",1930-05-20
"blue-headed vireo",1930-05-20
"blue jay",1930-05-20
"brown thrasher",1930-05-20
"clay-colored sparrow",1930-05-20
"common tern",1930-05-20
"common yellowthroat",1930-05-20
"fox sparrow",1930-05-20
"grackle",1930-05-20
"gray-cheeked thrush",1930-05-20
"grey catbird",1930-05-20
"harris sparrow",1930-05-20
"least flycatcher",1930-05-20
"magnolia warbler",1930-05-20
"northern flicker",1930-05-20
"ovenbird",1930-05-20
"palm warbler",1930-05-20
"purple martin",1930-05-20
"savanna sparrow",1930-05-20
"solitary sandpiper",1930-05-20
"spotted sandpiper",1930-05-20
"swainson's thrush",1930-05-20
"white-throated sparrow",1930-05-20
"wilson's warbler",1930-05-20
"yellow warbler",1930-05-20
"american goldfinch",1930-05-21
"american robin",1930-05-21
"baltimore oriole",1930-05-21
"black-poll warbler",1930-05-21
"black-throated green warbler",1930-05-21
"black and white warbler",1930-05-21
"blue-gray gnatcatcher",1930-05-21
"blue jay",1930-05-21
"canadian warbler",1930-05-21
"chestnut-sided warbler",1930-05-21
"chimney swift",1930-05-21
"common yellowthroat",1930-05-21
"eastern towhee",1930-05-21
"eastern wood-pewee",1930-05-21
"fox sparrow",1930-05-21
"grackle",1930-05-21
"grasshopper sparrow",1930-05-21
"gray-cheeked thrush",1930-05-21
"grey catbird",1930-05-21
"harris sparrow",1930-05-21
"house wren",1930-05-21
"indigo bunting",1930-05-21
"least flycatcher",1930-05-21
"lincoln sparrow",1930-05-21
"magnolia warbler",1930-05-21
"mourning warbler",1930-05-21
"nashville warbler",1930-05-21
"northern flicker",1930-05-21
"purple martin",1930-05-21
"red-eyed vireo",1930-05-21
"rose-breasted grosbeak",1930-05-21
"savanna sparrow",1930-05-21
"spotted sandpiper",1930-05-21
"swainson's thrush",1930-05-21
"tennessee warbler",1930-05-21
"white-crowned sparrow",1930-05-21
"white-throated sparrow",1930-05-21
"wilson's warbler",1930-05-21
"yellow-bellied flycatcher",1930-05-21
"yellow warbler",1930-05-21
"american redstart",1930-05-22
"american robin",1930-05-22
"black-poll warbler",1930-05-22
"blue jay",1930-05-22
"brown thrasher",1930-05-22
"canadian warbler",1930-05-22
"chestnut-sided warbler",1930-05-22
"chimney swift",1930-05-22
"common tern",1930-05-22
"common yellowthroat",1930-05-22
"connecticut warbler",1930-05-22
"dickcissel",1930-05-22
"eastern wood-pewee",1930-05-22
"fox sparrow",1930-05-22
"grackle",1930-05-22
"grasshopper sparrow",1930-05-22
"great-crested flycatcher",1930-05-22
"green heron",1930-05-22
"grey catbird",1930-05-22
"harris sparrow",1930-05-22
"house wren",1930-05-22
"least flycatcher",1930-05-22
"lincoln sparrow",1930-05-22
"magnolia warbler",1930-05-22
"mourning warbler",1930-05-22
"northern flicker",1930-05-22
"northern water-thrush",1930-05-22
"ovenbird",1930-05-22
"palm warbler",1930-05-22
"purple martin",1930-05-22
"red-eyed vireo",1930-05-22
"savanna sparrow",1930-05-22
"scarlet tanager",1930-05-22
"spotted sandpiper",1930-05-22
"swamp sparrow",1930-05-22
"white-throated sparrow",1930-05-22
"wilson's warbler",1930-05-22
"yellow-bellied flycatcher",1930-05-22
"american coot",1930-05-23
"american redstart",1930-05-23
"american robin",1930-05-23
"black-poll warbler",1930-05-23
"black-throated green warbler",1930-05-23
"blue jay",1930-05-23
"chestnut-sided warbler",1930-05-23
"common tern",1930-05-23
"common yellowthroat",1930-05-23
"connecticut warbler",1930-05-23
"eastern bluebird",1930-05-23
"eastern wood-pewee",1930-05-23
"grackle",1930-05-23
"gray-cheeked thrush",1930-05-23
"green heron",1930-05-23
"house wren",1930-05-23
"least flycatcher",1930-05-23
"magnolia warbler",1930-05-23
"marsh wren",1930-05-23
"mourning warbler",1930-05-23
"northern flicker",1930-05-23
"northern water-thrush",1930-05-23
"philadelphia vireo",1930-05-23
"purple martin",1930-05-23
"red-eyed vireo",1930-05-23
"savanna sparrow",1930-05-23
"spotted sandpiper",1930-05-23
"swainson's thrush",1930-05-23
"white-crowned sparrow",1930-05-23
"white-throated sparrow",1930-05-23
"wilson's warbler",1930-05-23
"yellow-bellied flycatcher",1930-05-23
"american redstart",1930-05-24
"american robin",1930-05-24
"black-poll warbler",1930-05-24
"black-throated blue warbler",1930-05-24
"black-throated green warbler",1930-05-24
"black and white warbler",1930-05-24
"blue jay",1930-05-24
"brown thrasher",1930-05-24
"canadian warbler",1930-05-24
"chimney swift",1930-05-24
"common tern",1930-05-24
"common yellowthroat",1930-05-24
"dark-eyed junco",1930-05-24
"eastern wood-pewee",1930-05-24
"grackle",1930-05-24
"gray-cheeked thrush",1930-05-24
"grey catbird",1930-05-24
"house wren",1930-05-24
"killdeer",1930-05-24
"least flycatcher",1930-05-24
"magnolia warbler",1930-05-24
"northern flicker",1930-05-24
"northern water-thrush",1930-05-24
"purple martin",1930-05-24
"red-eyed vireo",1930-05-24
"spotted sandpiper",1930-05-24
"swainson's thrush",1930-05-24
"white-crowned sparrow",1930-05-24
"wilson's warbler",1930-05-24
"yellow-bellied flycatcher",1930-05-24
"yellow-billed cuckoo",1930-05-24
"american redstart",1930-05-25
"american robin",1930-05-25
"black-throated blue warbler",1930-05-25
"blue jay",1930-05-25
"canadian warbler",1930-05-25
"chimney swift",1930-05-25
"common tern",1930-05-25
"common yellowthroat",1930-05-25
"fox sparrow",1930-05-25
"grackle",1930-05-25
"gray-cheeked thrush",1930-05-25
"great-crested flycatcher",1930-05-25
"lincoln sparrow",1930-05-25
"northern flicker",1930-05-25
"northern water-thrush",1930-05-25
"ovenbird",1930-05-25
"philadelphia vireo",1930-05-25
"purple martin",1930-05-25
"red-eyed vireo",1930-05-25
"ruby-throated hummingbird",1930-05-25
"spotted sandpiper",1930-05-25
"swainson's thrush",1930-05-25
"white-crowned sparrow",1930-05-25
"white-throated sparrow",1930-05-25
"wilson's warbler",1930-05-25
"american redstart",1930-05-26
"american robin",1930-05-26
"black-poll warbler",1930-05-26
"blue jay",1930-05-26
"bonaparte's gull",1930-05-26
"grackle",1930-05-26
"gray-cheeked thrush",1930-05-26
"herring gull",1930-05-26
"indigo bunting",1930-05-26
"killdeer",1930-05-26
"magnolia warbler",1930-05-26
"northern flicker",1930-05-26
"northern water-thrush",1930-05-26
"philadelphia vireo",1930-05-26
"red-eyed vireo",1930-05-26
"scarlet tanager",1930-05-26
"spotted sandpiper",1930-05-26
"swainson's thrush",1930-05-26
"wilson's warbler",1930-05-26
"american redstart",1930-05-27
"american robin",1930-05-27
"blue jay",1930-05-27
"brown-headed cowbird",1930-05-27
"canadian warbler",1930-05-27
"chimney swift",1930-05-27
"common tern",1930-05-27
"common yellowthroat",1930-05-27
"eastern wood-pewee",1930-05-27
"grackle",1930-05-27
"harris sparrow",1930-05-27
"indigo bunting",1930-05-27
"lincoln sparrow",1930-05-27
"magnolia warbler",1930-05-27
"northern flicker",1930-05-27
"purple martin",1930-05-27
"red-eyed vireo",1930-05-27
"ruby-throated hummingbird",1930-05-27
"scarlet tanager",1930-05-27
"spotted sandpiper",1930-05-27
"swainson's thrush",1930-05-27
"warbling vireo",1930-05-27
"white-throated sparrow",1930-05-27
"wilson's warbler",1930-05-27
"yellow-bellied flycatcher",1930-05-27
"northern flicker",1930-05-28
"american redstart",1930-05-29
"american robin",1930-05-29
"blue jay",1930-05-29
"canadian warbler",1930-05-29
"chimney swift",1930-05-29
"common yellowthroat",1930-05-29
"eastern towhee",1930-05-29
"eastern wood-pewee",1930-05-29
"grackle",1930-05-29
"gray-cheeked thrush",1930-05-29
"harris sparrow",1930-05-29
"house wren",1930-05-29
"least flycatcher",1930-05-29
"magnolia warbler",1930-05-29
"mourning warbler",1930-05-29
"northern flicker",1930-05-29
"philadelphia vireo",1930-05-29
"purple martin",1930-05-29
"ruby-throated hummingbird",1930-05-29
"spotted sandpiper",1930-05-29
"swainson's thrush",1930-05-29
"white-throated sparrow",1930-05-29
"wilson's warbler",1930-05-29
"yellow-bellied flycatcher",1930-05-29
"common goldeneye",1931-03-02
"herring gull",1931-03-02
"long-tailed duck",1931-03-02
"american robin",1931-03-03
"common goldeneye",1931-03-03
"herring gull",1931-03-03
"red-winged blackbird",1931-03-03
"european starling",1931-03-11
"american robin",1931-03-19
"common goldeneye",1931-03-19
"grackle",1931-03-19
"herring gull",1931-03-19
"long-tailed duck",1931-03-19
"red-winged blackbird",1931-03-19
"american robin",1931-03-20
"common goldeneye",1931-03-20
"dark-eyed junco",1931-03-20
"grackle",1931-03-20
"herring gull",1931-03-20
"long-tailed duck",1931-03-20
"red-breasted merganser",1931-03-20
"american tree sparrow",1931-03-21
"cedar waxwing",1931-03-21
"common goldeneye",1931-03-21
"downy woodpecker",1931-03-21
"eastern meadowlark",1931-03-21
"grackle",1931-03-21
"herring gull",1931-03-21
"killdeer",1931-03-21
"long-tailed duck",1931-03-21
"red-breasted merganser",1931-03-21
"red-winged blackbird",1931-03-21
"song sparrow",1931-03-21
"american crow",1931-03-22
"american robin",1931-03-22
"cedar waxwing",1931-03-22
"eastern meadowlark",1931-03-22
"grackle",1931-03-22
"herring gull",1931-03-22
"killdeer",1931-03-22
"red-winged blackbird",1931-03-22
"american crow",1931-03-23
"american robin",1931-03-23
"american wigeon",1931-03-23
"brown-headed cowbird",1931-03-23
"dark-eyed junco",1931-03-23
"eastern meadowlark",1931-03-23
"grackle",1931-03-23
"herring gull",1931-03-23
"killdeer",1931-03-23
"long-tailed duck",1931-03-23
"red-winged blackbird",1931-03-23
"song sparrow",1931-03-23
"american robin",1931-03-24
"american tree sparrow",1931-03-24
"cedar waxwing",1931-03-24
"dark-eyed junco",1931-03-24
"eastern meadowlark",1931-03-24
"eastern phoebe",1931-03-24
"grackle",1931-03-24
"herring gull",1931-03-24
"red-winged blackbird",1931-03-24
"song sparrow",1931-03-24
"american crow",1931-03-30
"american robin",1931-03-30
"brown-headed cowbird",1931-03-30
"dark-eyed junco",1931-03-30
"eastern meadowlark",1931-03-30
"grackle",1931-03-30
"herring gull",1931-03-30
"horned lark",1931-03-30
"killdeer",1931-03-30
"long-tailed duck",1931-03-30
"song sparrow",1931-03-30
"american robin",1931-04-01
"american robin",1931-04-01
"brown creeper",1931-04-01
"cedar waxwing",1931-04-01
"dark-eyed junco",1931-04-01
"grackle",1931-04-01
"hermit thrush",1931-04-01
"herring gull",1931-04-01
"long-tailed duck",1931-04-01
"red-winged blackbird",1931-04-01
"song sparrow",1931-04-01
"american robin",1931-04-02
"american robin",1931-04-02
"brown creeper",1931-04-02
"dark-eyed junco",1931-04-02
"golden-crowned kinglet",1931-04-02
"grackle",1931-04-02
"hermit thrush",1931-04-02
"herring gull",1931-04-02
"killdeer",1931-04-02
"long-tailed duck",1931-04-02
"red-winged blackbird",1931-04-02
"song sparrow",1931-04-02
"swamp sparrow",1931-04-02
"american robin",1931-04-04
"american robin",1931-04-04
"bonaparte gull",1931-04-04
"brown creeper",1931-04-04
"golden-crowned kinglet",1931-04-04
"grackle",1931-04-04
"hermit thrush",1931-04-04
"herring gull",1931-04-04
"killdeer",1931-04-04
"red-winged blackbird",1931-04-04
"american crow",1931-04-05
"american robin",1931-04-05
"american robin",1931-04-05
"american tree sparrow",1931-04-05
"belted kingfisher",1931-04-05
"brown creeper",1931-04-05
"dark-eyed junco",1931-04-05
"eastern bluebird",1931-04-05
"grackle",1931-04-05
"hermit thrush",1931-04-05
"hermit thrush",1931-04-05
"herring gull",1931-04-05
"long-tailed duck",1931-04-05
"northern shoveler",1931-04-05
"red-breasted merganser",1931-04-05
"red-winged blackbird",1931-04-05
"song sparrow",1931-04-05
"american robin",1931-04-06
"american robin",1931-04-06
"american tree sparrow",1931-04-06
"bonaparte gull",1931-04-06
"brown-headed cowbird",1931-04-06
"brown creeper",1931-04-06
"dark-eyed junco",1931-04-06
"grackle",1931-04-06
"hermit thrush",1931-04-06
"herring gull",1931-04-06
"hooded merganser",1931-04-06
"long-tailed duck",1931-04-06
"red-breasted merganser",1931-04-06
"red-winged blackbird",1931-04-06
"song sparrow",1931-04-06
"american robin",1931-04-07
"american robin",1931-04-07
"american tree sparrow",1931-04-07
"brown-headed cowbird",1931-04-07
"brown creeper",1931-04-07
"dark-eyed junco",1931-04-07
"golden-crowned kinglet",1931-04-07
"grackle",1931-04-07
"hermit thrush",1931-04-07
"herring gull",1931-04-07
"killdeer",1931-04-07
"long-tailed duck",1931-04-07
"red-winged blackbird",1931-04-07
"ring-necked duck",1931-04-07
"song sparrow",1931-04-07
"american robin",1931-04-08
"american robin",1931-04-08
"american tree sparrow",1931-04-08
"brown creeper",1931-04-08
"dark-eyed junco",1931-04-08
"eastern towhee",1931-04-08
"field sparrow",1931-04-08
"fox sparrow",1931-04-08
"golden-crowned kinglet",1931-04-08
"grackle",1931-04-08
"hermit thrush",1931-04-08
"herring gull",1931-04-08
"killdeer",1931-04-08
"northern flicker",1931-04-08
"purple finch",1931-04-08
"red-winged blackbird",1931-04-08
"ring-necked duck",1931-04-08
"rusty blackbird",1931-04-08
"song sparrow",1931-04-08
"swamp sparrow",1931-04-08
"yellow-bellied sapsucker",1931-04-08
"american crow",1931-04-09
"american robin",1931-04-09
"american robin",1931-04-09
"american tree sparrow",1931-04-09
"belted kingfisher",1931-04-09
"brown creeper",1931-04-09
"brown creeper",1931-04-09
"dark-eyed junco",1931-04-09
"eastern meadowlark",1931-04-09
"eastern phoebe",1931-04-09
"field sparrow",1931-04-09
"fox sparrow",1931-04-09
"golden-crowned kinglet",1931-04-09
"golden-crowned kinglet",1931-04-09
"grackle",1931-04-09
"grasshopper sparrow",1931-04-09
"hermit thrush",1931-04-09
"hermit thrush",1931-04-09
"herring gull",1931-04-09
"long-tailed duck",1931-04-09
"northern flicker",1931-04-09
"red-winged blackbird",1931-04-09
"rusty blackbird",1931-04-09
"savanna sparrow",1931-04-09
"song sparrow",1931-04-09
"yellow-bellied sapsucker",1931-04-09
"yellow-rumped warbler",1931-04-09
"american robin",1931-04-10
"american robin",1931-04-10
"brown-headed cowbird",1931-04-10
"brown creeper",1931-04-10
"brown creeper",1931-04-10
"dark-eyed junco",1931-04-10
"fox sparrow",1931-04-10
"golden-crowned kinglet",1931-04-10
"grackle",1931-04-10
"hermit thrush",1931-04-10
"hermit thrush",1931-04-10
"herring gull",1931-04-10
"killdeer",1931-04-10
"long-tailed duck",1931-04-10
"northern flicker",1931-04-10
"red-winged blackbird",1931-04-10
"song sparrow",1931-04-10
"swamp sparrow",1931-04-10
"yellow-bellied sapsucker",1931-04-10
"american robin",1931-04-11
"american robin",1931-04-11
"belted kingfisher",1931-04-11
"bonaparte gull",1931-04-11
"brown-headed cowbird",1931-04-11
"brown creeper",1931-04-11
"brown creeper",1931-04-11
"dark-eyed junco",1931-04-11
"fox sparrow",1931-04-11
"grackle",1931-04-11
"hermit thrush",1931-04-11
"hermit thrush",1931-04-11
"herring gull",1931-04-11
"hooded merganser",1931-04-11
"lesser scaup",1931-04-11
"long-tailed duck",1931-04-11
"northern flicker",1931-04-11
"red-winged blackbird",1931-04-11
"song sparrow",1931-04-11
"yellow-bellied sapsucker",1931-04-11
"american robin",1931-04-12
"american robin",1931-04-12
"american tree sparrow",1931-04-12
"belted kingfisher",1931-04-12
"bonaparte gull",1931-04-12
"brown-headed cowbird",1931-04-12
"brown creeper",1931-04-12
"brown creeper",1931-04-12
"dark-eyed junco",1931-04-12
"eastern meadowlark",1931-04-12
"field sparrow",1931-04-12
"fox sparrow",1931-04-12
"golden-crowned kinglet",1931-04-12
"grackle",1931-04-12
"hermit thrush",1931-04-12
"hermit thrush",1931-04-12
"herring gull",1931-04-12
"hooded merganser",1931-04-12
"lesser scaup",1931-04-12
"long-tailed duck",1931-04-12
"northern flicker",1931-04-12
"northern parula",1931-04-12
"purple finch",1931-04-12
"red-winged blackbird",1931-04-12
"ruby-crowned kinglet",1931-04-12
"rusty blackbird",1931-04-12
"savanna sparrow",1931-04-12
"song sparrow",1931-04-12
"vepser sparrow",1931-04-12
"american robin",1931-04-13
"american robin",1931-04-13
"belted kingfisher",1931-04-13
"bonaparte gull",1931-04-13
"brown creeper",1931-04-13
"brown creeper",1931-04-13
"brown thrasher",1931-04-13
"dark-eyed junco",1931-04-13
"eastern meadowlark",1931-04-13
"eastern phoebe",1931-04-13
"field sparrow",1931-04-13
"fox sparrow",1931-04-13
"golden-crowned kinglet",1931-04-13
"golden-crowned kinglet",1931-04-13
"grackle",1931-04-13
"hermit thrush",1931-04-13
"hermit thrush",1931-04-13
"herring gull",1931-04-13
"killdeer",1931-04-13
"northern flicker",1931-04-13
"purple finch",1931-04-13
"red-winged blackbird",1931-04-13
"rusty blackbird",1931-04-13
"savanna sparrow",1931-04-13
"song sparrow",1931-04-13
"swamp sparrow",1931-04-13
"white-throated sparrow",1931-04-13
"yellow-bellied sapsucker",1931-04-13
"yellow-rumped warbler",1931-04-13
"american robin",1931-04-14
"american robin",1931-04-14
"american tree sparrow",1931-04-14
"bonaparte gull",1931-04-14
"brown-headed cowbird",1931-04-14
"brown creeper",1931-04-14
"brown creeper",1931-04-14
"dark-eyed junco",1931-04-14
"eastern phoebe",1931-04-14
"eastern towhee",1931-04-14
"fox sparrow",1931-04-14
"golden-crowned kinglet",1931-04-14
"grackle",1931-04-14
"hermit thrush",1931-04-14
"hermit thrush",1931-04-14
"killdeer",1931-04-14
"long-tailed duck",1931-04-14
"northern flicker",1931-04-14
"purple finch",1931-04-14
"red-winged blackbird",1931-04-14
"ruby-crowned kinglet",1931-04-14
"song sparrow",1931-04-14
"swamp sparrow",1931-04-14
"white-throated sparrow",1931-04-14
"wilson's snipe",1931-04-14
"yellow-bellied sapsucker",1931-04-14
"yellow-rumped warbler",1931-04-14
"american robin",1931-04-15
"american robin",1931-04-15
"american tree sparrow",1931-04-15
"belted kingfisher",1931-04-15
"bonaparte gull",1931-04-15
"brown-headed cowbird",1931-04-15
"brown creeper",1931-04-15
"brown creeper",1931-04-15
"cedar waxwing",1931-04-15
"dark-eyed junco",1931-04-15
"eastern meadowlark",1931-04-15
"eastern towhee",1931-04-15
"field sparrow",1931-04-15
"fox sparrow",1931-04-15
"golden-crowned kinglet",1931-04-15
"grackle",1931-04-15
"hermit thrush",1931-04-15
"hermit thrush",1931-04-15
"northern flicker",1931-04-15
"red-winged blackbird",1931-04-15
"ruby-crowned kinglet",1931-04-15
"savanna sparrow",1931-04-15
"song sparrow",1931-04-15
"swamp sparrow",1931-04-15
"vepser sparrow",1931-04-15
"winter wren",1931-04-15
"yellow-bellied sapsucker",1931-04-15
"american robin",1931-04-16
"american robin",1931-04-16
"bonaparte gull",1931-04-16
"brown-headed cowbird",1931-04-16
"brown creeper",1931-04-16
"brown creeper",1931-04-16
"cedar waxwing",1931-04-16
"dark-eyed junco",1931-04-16
"eastern meadowlark",1931-04-16
"eastern phoebe",1931-04-16
"eastern towhee",1931-04-16
"field sparrow",1931-04-16
"golden-crowned kinglet",1931-04-16
"golden-crowned kinglet",1931-04-16
"grackle",1931-04-16
"hermit thrush",1931-04-16
"hermit thrush",1931-04-16
"long-tailed duck",1931-04-16
"mourning dove",1931-04-16
"northern flicker",1931-04-16
"purple finch",1931-04-16
"red-winged blackbird",1931-04-16
"ruby-crowned kinglet",1931-04-16
"savanna sparrow",1931-04-16
"song sparrow",1931-04-16
"swamp sparrow",1931-04-16
"vepser sparrow",1931-04-16
"wilson's snipe",1931-04-16
"yellow-bellied sapsucker",1931-04-16
"yellow-rumped warbler",1931-04-16
"american robin",1931-04-17
"american robin",1931-04-17
"belted kingfisher",1931-04-17
"blue-winged teal",1931-04-17
"blue jay",1931-04-17
"bonaparte gull",1931-04-17
"brown-headed cowbird",1931-04-17
"brown creeper",1931-04-17
"brown creeper",1931-04-17
"cedar waxwing",1931-04-17
"dark-eyed junco",1931-04-17
"eastern phoebe",1931-04-17
"field sparrow",1931-04-17
"golden-crowned kinglet",1931-04-17
"grackle",1931-04-17
"hermit thrush",1931-04-17
"hermit thrush",1931-04-17
"lesser scaup",1931-04-17
"long-tailed duck",1931-04-17
"northern flicker",1931-04-17
"red-winged blackbird",1931-04-17
"ruby-crowned kinglet",1931-04-17
"savanna sparrow",1931-04-17
"song sparrow",1931-04-17
"swamp sparrow",1931-04-17
"yellow-bellied sapsucker",1931-04-17
"yellow-rumped warbler",1931-04-17
"american robin",1931-04-18
"american robin",1931-04-18
"belted kingfisher",1931-04-18
"bonaparte gull",1931-04-18
