"","ModernName","Date","Time","Location","n","Observer","Weather","Year"
"12324","gray catbird",2013-05-10,11H 29M 0S,"Lily Pond",3,"Kelvin Limbrick","Overcast",2013
"12325","common grackle",2013-05-10,11H 29M 0S,"Lily Pond",4,"Kelvin Limbrick","Overcast",2013
"12326","red winged blackbird",2013-05-10,11H 29M 0S,"Lily Pond",1,"Kelvin Limbrick","Overcast",2013
"12327","blackpoll warbler",2013-05-10,11H 29M 0S,"Lily Pond",1,"Kelvin Limbrick","Overcast",2013
"12328","orange crowned warbler",2013-05-10,11H 29M 0S,"Lily Pond",1,"Kelvin Limbrick","Overcast",2013
"12329","warbling vireo",2013-05-10,11H 29M 0S,"Lily Pond",1,"Kelvin Limbrick","Overcast",2013
"12331","ring billed gull",2013-05-10,11H 29M 0S,"Lily Pond",1,"Kelvin Limbrick","Overcast",2013
"12332","black and white warbler",2013-05-10,11H 29M 0S,"Lily Pond",3,"Kelvin Limbrick","Overcast",2013
"12333","house wren",2013-05-10,11H 29M 0S,"Lily Pond",1,"Kelvin Limbrick","Overcast",2013
"12334","song sparrow",2013-05-10,11H 29M 0S,"Lily Pond",1,"Kelvin Limbrick","Overcast",2013
"12335","red breasted nuthatch",2013-05-10,11H 29M 0S,"Lily Pond",1,"Kelvin Limbrick","Overcast",2013
"12336","house sparrow",2013-05-10,11H 29M 0S,"Lily Pond",14,"Kelvin Limbrick","Overcast",2013
"12338","blue jay",2013-05-10,11H 29M 0S,"Lily Pond",1,"Kelvin Limbrick","Overcast",2013
"12339","house sparrow",2013-05-11,7H 10M 0S,"Lily Pond",2,"Kelvin Limbrick","Cloudy",2013
"12340","baltimore oriole",2013-05-11,7H 10M 0S,"Lily Pond",2,"Kelvin Limbrick","Cloudy",2013
"12341","american crow",2013-05-11,7H 10M 0S,"Lily Pond",2,"Kelvin Limbrick","Cloudy",2013
"12342","european starling",2013-05-11,7H 10M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"12344","blue jay",2013-05-11,7H 10M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"12346","american goldfinch",2013-05-11,7H 10M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"12347","common yellowthroat",2013-05-11,7H 10M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"12348","northern cardinal",2013-05-11,7H 10M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"12349","empidonax flycatcher",2013-05-11,7H 10M 0S,"Lily Pond",2,"Kelvin Limbrick","Cloudy",2013
"12351","wood duck",2013-05-11,7H 10M 0S,"Lily Pond",4,"Kelvin Limbrick","Cloudy",2013
"12352","white crowned sparrow",2013-05-11,7H 10M 0S,"Lily Pond",2,"Kelvin Limbrick","Cloudy",2013
"12353","downy woodpecker",2013-05-11,7H 10M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"12354","common grackle",2013-05-11,7H 10M 0S,"Lily Pond",4,"Kelvin Limbrick","Cloudy",2013
"12356","green heron",2013-05-11,7H 10M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"12357","red winged blackbird",2013-05-11,7H 10M 0S,"Lily Pond",3,"Kelvin Limbrick","Cloudy",2013
"12358","black capped chickadee",2013-05-11,7H 10M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"12359","blackpoll warbler",2013-05-11,7H 10M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"12360","palm warbler",2013-05-11,7H 10M 0S,"Lily Pond",2,"Kelvin Limbrick","Cloudy",2013
"12361","white throated sparrow",2013-05-11,7H 10M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"12362","canada goose",2013-05-11,7H 31M 0S,"North Pond",32,"Kelvin Limbrick","Cloudy",2013
"12363","red winged blackbird",2013-05-11,7H 31M 0S,"North Pond",17,"Kelvin Limbrick","Cloudy",2013
"12364","common grackle",2013-05-11,7H 31M 0S,"North Pond",3,"Kelvin Limbrick","Cloudy",2013
"12365","european starling",2013-05-11,7H 31M 0S,"North Pond",27,"Kelvin Limbrick","Cloudy",2013
"12367","mallard",2013-05-11,7H 31M 0S,"North Pond",34,"Kelvin Limbrick","Cloudy",2013
"12368","house sparrow",2013-05-11,7H 31M 0S,"North Pond",20,"Kelvin Limbrick","Cloudy",2013
"12369","song sparrow",2013-05-11,7H 31M 0S,"North Pond",4,"Kelvin Limbrick","Cloudy",2013
"12371","american crow",2013-05-11,7H 31M 0S,"North Pond",1,"Kelvin Limbrick","Cloudy",2013
"12372","house finch",2013-05-11,7H 31M 0S,"North Pond",2,"Kelvin Limbrick","Cloudy",2013
"12373","american goldfinch",2013-05-11,7H 31M 0S,"North Pond",1,"Kelvin Limbrick","Cloudy",2013
"12374","green heron",2013-05-11,7H 31M 0S,"North Pond",1,"Kelvin Limbrick","Cloudy",2013
"12376","wood duck",2013-05-11,7H 31M 0S,"North Pond",26,"Kelvin Limbrick","Cloudy",2013
"12377","black capped chickadee",2013-05-11,7H 31M 0S,"North Pond",3,"Kelvin Limbrick","Cloudy",2013
"12378","white throated sparrow",2013-05-11,7H 31M 0S,"North Pond",1,"Kelvin Limbrick","Cloudy",2013
"12379","downy woodpecker",2013-05-11,7H 31M 0S,"North Pond",1,"Kelvin Limbrick","Cloudy",2013
"12380","caspian tern",2013-05-11,7H 31M 0S,"North Pond",2,"Kelvin Limbrick","Cloudy",2013
"12381","lincoln's sparrow",2013-05-11,7H 31M 0S,"North Pond",1,"Kelvin Limbrick","Cloudy",2013
"12382","black and white warbler",2013-05-11,7H 31M 0S,"North Pond",1,"Kelvin Limbrick","Cloudy",2013
"12383","belted kingfisher",2013-05-11,7H 31M 0S,"North Pond",1,"Kelvin Limbrick","Cloudy",2013
"12384","northern waterthrush",2013-05-11,7H 31M 0S,"North Pond",1,"Kelvin Limbrick","Cloudy",2013
"12385","palm warbler",2013-05-11,7H 31M 0S,"North Pond",5,"Kelvin Limbrick","Cloudy",2013
"12386","empidonax flycatcher",2013-05-11,7H 31M 0S,"North Pond",1,"Kelvin Limbrick","Cloudy",2013
"12387","domestic duck",2013-05-11,7H 31M 0S,"North Pond",2,"Kelvin Limbrick","Cloudy",2013
"12388","common yellowthroat",2013-05-11,7H 31M 0S,"North Pond",1,"Kelvin Limbrick","Cloudy",2013
"12389","northern flicker",2013-05-11,7H 31M 0S,"North Pond",2,"Kelvin Limbrick","Cloudy",2013
"12390","american robin",2013-05-11,7H 31M 0S,"North Pond",4,"Kelvin Limbrick","Cloudy",2013
"12391","northern cardinal",2013-05-11,7H 31M 0S,"North Pond",2,"Kelvin Limbrick","Cloudy",2013
"12392","white crowned sparrow",2013-05-11,7H 31M 0S,"North Pond",29,"Kelvin Limbrick","Cloudy",2013
"12393","field sparrow",2013-05-11,7H 31M 0S,"North Pond",1,"Kelvin Limbrick","Cloudy",2013
"12394","white throated sparrow",2013-05-11,7H 31M 0S,"North Pond",2,"Kelvin Limbrick","Cloudy",2013
"12395","gray catbird",2013-05-11,7H 31M 0S,"North Pond",1,"Kelvin Limbrick","Cloudy",2013
"12396","nashville warbler",2013-05-11,7H 31M 0S,"North Pond",1,"Kelvin Limbrick","Cloudy",2013
"12505","european starling",2013-05-12,10H 28M 0S,"North Pond",20,"Kelvin Limbrick","Cloudy",2013
"12507","american robin",2013-05-12,10H 28M 0S,"North Pond",6,"Kelvin Limbrick","Cloudy",2013
"12508","rock pigeon",2013-05-12,10H 28M 0S,"North Pond",3,"Kelvin Limbrick","Cloudy",2013
"12509","red winged blackbird",2013-05-12,10H 28M 0S,"North Pond",12,"Kelvin Limbrick","Cloudy",2013
"12510","mallard",2013-05-12,10H 28M 0S,"North Pond",29,"Kelvin Limbrick","Cloudy",2013
"12512","ring billed gull",2013-05-12,10H 28M 0S,"North Pond",9,"Kelvin Limbrick","Cloudy",2013
"12514","canada goose",2013-05-12,10H 28M 0S,"North Pond",46,"Kelvin Limbrick","Cloudy",2013
"12515","wood duck",2013-05-12,10H 28M 0S,"North Pond",17,"Kelvin Limbrick","Cloudy",2013
"12516","barn swallow",2013-05-12,10H 28M 0S,"North Pond",3,"Kelvin Limbrick","Cloudy",2013
"12517","belted kingfisher",2013-05-12,10H 28M 0S,"North Pond",1,"Kelvin Limbrick","Cloudy",2013
"12518","palm warbler",2013-05-12,10H 28M 0S,"North Pond",1,"Kelvin Limbrick","Cloudy",2013
"12519","hooded merganser",2013-05-12,10H 28M 0S,"North Pond",1,"Kelvin Limbrick","Cloudy",2013
"12520","northern rough winged swallow",2013-05-12,10H 28M 0S,"North Pond",4,"Kelvin Limbrick","Cloudy",2013
"12521","northern flicker",2013-05-12,10H 28M 0S,"North Pond",2,"Kelvin Limbrick","Cloudy",2013
"12522","common yellowthroat",2013-05-12,10H 28M 0S,"North Pond",1,"Kelvin Limbrick","Cloudy",2013
"12523","black capped chickadee",2013-05-12,10H 28M 0S,"North Pond",2,"Kelvin Limbrick","Cloudy",2013
"12524","cooper's hawk",2013-05-12,10H 28M 0S,"North Pond",1,"Kelvin Limbrick","Cloudy",2013
"12525","ring billed gull",2013-05-12,11H 10M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"12527","palm warbler",2013-05-12,11H 10M 0S,"Lily Pond",3,"Kelvin Limbrick","Cloudy",2013
"12528","american crow",2013-05-12,11H 10M 0S,"Lily Pond",5,"Kelvin Limbrick","Cloudy",2013
"12529","blue jay",2013-05-12,11H 10M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"12530","red winged blackbird",2013-05-12,11H 10M 0S,"Lily Pond",4,"Kelvin Limbrick","Cloudy",2013
"12531","green heron",2013-05-12,11H 10M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"12532","american robin",2013-05-12,11H 10M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"12533","gray catbird",2013-05-12,11H 10M 0S,"Lily Pond",2,"Kelvin Limbrick","Cloudy",2013
"12534","common grackle",2013-05-12,11H 10M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"12535","ovenbird",2013-05-12,11H 10M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"12536","lincoln's sparrow",2013-05-12,11H 10M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"12537","common yellowthroat",2013-05-12,11H 10M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"12538","house sparrow",2013-05-12,11H 10M 0S,"Lily Pond",2,"Kelvin Limbrick","Cloudy",2013
"12539","chimney swift",2013-05-12,11H 10M 0S,"Lily Pond",2,"Kelvin Limbrick","Cloudy",2013
"12540","mallard",2013-05-13,8H 21M 0S,"Lily Pond",12,"Kelvin Limbrick","Sunny",2013
"12541","gray catbird",2013-05-13,8H 21M 0S,"Lily Pond",1,"Kelvin Limbrick","Sunny",2013
"12542","chimney swift",2013-05-13,8H 21M 0S,"Lily Pond",3,"Kelvin Limbrick","Sunny",2013
"12543","black and white warbler",2013-05-13,8H 21M 0S,"Lily Pond",1,"Kelvin Limbrick","Sunny",2013
"12545","cape may warbler",2013-05-13,8H 21M 0S,"Lily Pond",1,"Kelvin Limbrick","Sunny",2013
"12546","common yellowthroat",2013-05-13,8H 21M 0S,"Lily Pond",1,"Kelvin Limbrick","Sunny",2013
"12547","american crow",2013-05-13,8H 21M 0S,"Lily Pond",4,"Kelvin Limbrick","Sunny",2013
"12548","black capped chickadee",2013-05-13,8H 21M 0S,"Lily Pond",1,"Kelvin Limbrick","Sunny",2013
"12549","red winged blackbird",2013-05-13,8H 21M 0S,"Lily Pond",4,"Kelvin Limbrick","Sunny",2013
"12551","northern cardinal",2013-05-13,8H 21M 0S,"Lily Pond",2,"Kelvin Limbrick","Sunny",2013
"12552","american robin",2013-05-13,8H 21M 0S,"Lily Pond",2,"Kelvin Limbrick","Sunny",2013
"12553","veery",2013-05-13,8H 21M 0S,"Lily Pond",1,"Kelvin Limbrick","Sunny",2013
"12554","palm warbler",2013-05-13,8H 21M 0S,"Lily Pond",1,"Kelvin Limbrick","Sunny",2013
"12555","lincoln's sparrow",2013-05-13,8H 21M 0S,"Lily Pond",1,"Kelvin Limbrick","Sunny",2013
"12556","white crowned sparrow",2013-05-13,8H 21M 0S,"Lily Pond",2,"Kelvin Limbrick","Sunny",2013
"12557","wood thrush",2013-05-13,8H 21M 0S,"Lily Pond",1,"Kelvin Limbrick","Sunny",2013
"12558","hairy woodpecker",2013-05-13,8H 21M 0S,"Lily Pond",1,"Kelvin Limbrick","Sunny",2013
"12559","blackpoll warbler",2013-05-13,8H 21M 0S,"Lily Pond",1,"Kelvin Limbrick","Sunny",2013
"12560","wood duck",2013-05-13,8H 21M 0S,"Lily Pond",1,"Kelvin Limbrick","Sunny",2013
"12561","northern rough winged swallow",2013-05-13,8H 21M 0S,"Lily Pond",2,"Kelvin Limbrick","Sunny",2013
"12562","baltimore oriole",2013-05-13,8H 21M 0S,"Lily Pond",2,"Kelvin Limbrick","Sunny",2013
"12565","blue jay",2013-05-13,8H 21M 0S,"Lily Pond",1,"Kelvin Limbrick","Sunny",2013
"12566","black throated green warbler",2013-05-13,8H 21M 0S,"Lily Pond",1,"Kelvin Limbrick","Sunny",2013
"12567","ovenbird",2013-05-13,8H 21M 0S,"Lily Pond",2,"Kelvin Limbrick","Sunny",2013
"12568","yellow warbler",2013-05-13,8H 21M 0S,"Lily Pond",1,"Kelvin Limbrick","Sunny",2013
"12569","nashville warbler",2013-05-13,8H 21M 0S,"Lily Pond",2,"Kelvin Limbrick","Sunny",2013
"12570","canada goose",2013-05-13,8H 21M 0S,"Lily Pond",4,"Kelvin Limbrick","Sunny",2013
"12571","downy woodpecker",2013-05-13,8H 21M 0S,"Lily Pond",1,"Kelvin Limbrick","Sunny",2013
"12572","warbling vireo",2013-05-13,8H 21M 0S,"Lily Pond",1,"Kelvin Limbrick","Sunny",2013
"12573","house sparrow",2013-05-13,8H 21M 0S,"Lily Pond",1,"Kelvin Limbrick","Sunny",2013
"12574","european starling",2013-05-13,9H 2M 0S,"North Pond",57,"Kelvin Limbrick","Sunny",2013
"12575","european starling",2013-05-13,9H 2M 0S,"North Pond",4,"Kelvin Limbrick","Sunny",2013
"12576","common grackle",2013-05-13,9H 2M 0S,"North Pond",15,"Kelvin Limbrick","Sunny",2013
"12578","american robin",2013-05-13,9H 2M 0S,"North Pond",17,"Kelvin Limbrick","Sunny",2013
"12579","red winged blackbird",2013-05-13,9H 2M 0S,"North Pond",26,"Kelvin Limbrick","Sunny",2013
"12580","american crow",2013-05-13,9H 2M 0S,"North Pond",4,"Kelvin Limbrick","Sunny",2013
"12582","cape may warbler",2013-05-13,9H 2M 0S,"North Pond",3,"Kelvin Limbrick","Sunny",2013
"12583","white crowned sparrow",2013-05-13,9H 2M 0S,"North Pond",7,"Kelvin Limbrick","Sunny",2013
"12584","canada goose",2013-05-13,9H 2M 0S,"North Pond",41,"Kelvin Limbrick","Sunny",2013
"12585","baltimore oriole",2013-05-13,9H 2M 0S,"North Pond",1,"Kelvin Limbrick","Sunny",2013
"12586","house sparrow",2013-05-13,9H 2M 0S,"North Pond",34,"Kelvin Limbrick","Sunny",2013
"12587","lincoln's sparrow",2013-05-13,9H 2M 0S,"North Pond",1,"Kelvin Limbrick","Sunny",2013
"12588","wood duck",2013-05-13,9H 2M 0S,"North Pond",5,"Kelvin Limbrick","Sunny",2013
"12589","mallard",2013-05-13,9H 2M 0S,"North Pond",33,"Kelvin Limbrick","Sunny",2013
"12590","american goldfinch",2013-05-13,9H 2M 0S,"North Pond",2,"Kelvin Limbrick","Sunny",2013
"12591","barn swallow",2013-05-13,9H 2M 0S,"North Pond",1,"Kelvin Limbrick","Sunny",2013
"12592","great blue heron",2013-05-13,9H 2M 0S,"North Pond",1,"Kelvin Limbrick","Sunny",2013
"12593","downy woodpecker",2013-05-13,9H 2M 0S,"North Pond",4,"Kelvin Limbrick","Sunny",2013
"12594","brewer's blackbird",2013-05-13,9H 2M 0S,"North Pond",2,"Kelvin Limbrick","Sunny",2013
"12595","ring billed gull",2013-05-13,9H 2M 0S,"North Pond",7,"Kelvin Limbrick","Sunny",2013
"12597","northern waterthrush",2013-05-13,9H 2M 0S,"North Pond",1,"Kelvin Limbrick","Sunny",2013
"12599","rock pigeon",2013-05-13,9H 2M 0S,"North Pond",5,"Kelvin Limbrick","Sunny",2013
"12600","northern flicker",2013-05-13,9H 2M 0S,"North Pond",3,"Kelvin Limbrick","Sunny",2013
"12601","prothonotary warbler",2013-05-13,9H 2M 0S,"North Pond",1,"Kelvin Limbrick","Sunny",2013
"12602","domestic duck",2013-05-13,9H 2M 0S,"North Pond",2,"Kelvin Limbrick","Sunny",2013
"12603","palm warbler",2013-05-13,9H 2M 0S,"North Pond",1,"Kelvin Limbrick","Sunny",2013
"12604","ruby crowned kinglet",2013-05-13,9H 2M 0S,"North Pond",1,"Kelvin Limbrick","Sunny",2013
"12605","belted kingfisher",2013-05-13,9H 2M 0S,"North Pond",1,"Kelvin Limbrick","Sunny",2013
"12606","black throated green warbler",2013-05-13,9H 2M 0S,"North Pond",3,"Kelvin Limbrick","Sunny",2013
"12607","northern rough winged swallow",2013-05-13,9H 2M 0S,"North Pond",2,"Kelvin Limbrick","Sunny",2013
"12608","black and white warbler",2013-05-13,9H 2M 0S,"North Pond",1,"Kelvin Limbrick","Sunny",2013
"12609","yellow warbler",2013-05-13,9H 2M 0S,"North Pond",3,"Kelvin Limbrick","Sunny",2013
"12610","common yellowthroat",2013-05-13,9H 2M 0S,"North Pond",1,"Kelvin Limbrick","Sunny",2013
"12611","black crowned night heron",2013-05-13,9H 2M 0S,"North Pond",1,"Kelvin Limbrick","Sunny",2013
"12612","wilson's warbler",2013-05-13,9H 2M 0S,"North Pond",1,"Kelvin Limbrick","Sunny",2013
"12613","mourning dove",2013-05-13,9H 2M 0S,"North Pond",2,"Kelvin Limbrick","Sunny",2013
"12614","white throated sparrow",2013-05-13,9H 2M 0S,"North Pond",3,"Kelvin Limbrick","Sunny",2013
"12615","chipping sparrow",2013-05-13,9H 2M 0S,"North Pond",NA,"Kelvin Limbrick","Sunny",2013
"12616","northern cardinal",2013-05-13,9H 2M 0S,"North Pond",1,"Kelvin Limbrick","Sunny",2013
"12617","gray cheeked thrush",2013-05-13,9H 2M 0S,"North Pond",1,"Kelvin Limbrick","Sunny",2013
"12618","bay breasted warbler",2013-05-13,9H 2M 0S,"North Pond",1,"Kelvin Limbrick","Sunny",2013
"12619","field sparrow",2013-05-13,9H 2M 0S,"North Pond",3,"Kelvin Limbrick","Sunny",2013
"12679","canada goose",2013-05-14,8H 0M 0S,"Lily Pond",7,"Kelvin Limbrick","Cloudy",2013
"12680","wilson's warbler",2013-05-14,8H 0M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"12681","palm warbler",2013-05-14,8H 0M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"12682","magnolia warbler",2013-05-14,8H 0M 0S,"Lily Pond",2,"Kelvin Limbrick","Cloudy",2013
"12683","common grackle",2013-05-14,8H 0M 0S,"Lily Pond",7,"Kelvin Limbrick","Cloudy",2013
"12685","ruby crowned kinglet",2013-05-14,8H 0M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"12686","chimney swift",2013-05-14,8H 0M 0S,"Lily Pond",2,"Kelvin Limbrick","Cloudy",2013
"12687","barn swallow",2013-05-14,8H 0M 0S,"Lily Pond",2,"Kelvin Limbrick","Cloudy",2013
"12688","blue jay",2013-05-14,8H 0M 0S,"Lily Pond",11,"Kelvin Limbrick","Cloudy",2013
"12689","downy woodpecker",2013-05-14,8H 0M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"12691","chipping sparrow",2013-05-14,8H 0M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"12692","eastern wood pewee",2013-05-14,8H 0M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"12693","american redstart",2013-05-14,8H 0M 0S,"Lily Pond",9,"Kelvin Limbrick","Cloudy",2013
"12694","black capped chickadee",2013-05-14,8H 0M 0S,"Lily Pond",2,"Kelvin Limbrick","Cloudy",2013
"12695","american robin",2013-05-14,8H 0M 0S,"Lily Pond",2,"Kelvin Limbrick","Cloudy",2013
"12696","white crowned sparrow",2013-05-14,8H 0M 0S,"Lily Pond",2,"Kelvin Limbrick","Cloudy",2013
"12697","house sparrow",2013-05-14,8H 0M 0S,"Lily Pond",2,"Kelvin Limbrick","Cloudy",2013
"12698","red winged blackbird",2013-05-14,8H 0M 0S,"Lily Pond",6,"Kelvin Limbrick","Cloudy",2013
"12699","mallard",2013-05-14,8H 0M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"12701","baltimore oriole",2013-05-14,8H 0M 0S,"Lily Pond",5,"Kelvin Limbrick","Cloudy",2013
"12702","louisiana water thrush",2013-05-14,8H 0M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"12703","white throated sparrow",2013-05-14,8H 0M 0S,"Lily Pond",4,"Kelvin Limbrick","Cloudy",2013
"12704","song sparrow",2013-05-14,8H 0M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"12705","scarlet tanager",2013-05-14,8H 0M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"12706","gray catbird",2013-05-14,8H 0M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"12707","veery",2013-05-14,8H 0M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"12708","golden winged warbler",2013-05-14,8H 0M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"12709","american goldfinch",2013-05-14,8H 0M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"12710","swamp sparrow",2013-05-14,8H 0M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"12711","lincoln's sparrow",2013-05-14,8H 0M 0S,"Lily Pond",2,"Kelvin Limbrick","Cloudy",2013
"12712","northern waterthrush",2013-05-14,8H 0M 0S,"Lily Pond",2,"Kelvin Limbrick","Cloudy",2013
"12713","northern cardinal",2013-05-14,8H 0M 0S,"Lily Pond",5,"Kelvin Limbrick","Cloudy",2013
"12714","nashville warbler",2013-05-14,8H 0M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"12715","empidonax flycatcher",2013-05-14,8H 0M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"12716","blackburnian warbler",2013-05-14,8H 0M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"12717","yellow rumped warbler",2013-05-14,8H 0M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"12718","black crowned night heron",2013-05-14,8H 0M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"12720","red breasted merganser",2013-05-14,8H 0M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"12721","indigo bunting",2013-05-14,8H 0M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"12722","empidonax flycatcher",2013-05-14,8H 0M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"12723","blackpoll warbler",2013-05-14,8H 0M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"12724","american crow",2013-05-14,8H 0M 0S,"Lily Pond",2,"Kelvin Limbrick","Cloudy",2013
"12725","scarlet tanager",2013-05-14,8H 0M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"12727","red winged blackbird",2013-05-14,9H 0M 0S,"North Pond",10,"Kelvin Limbrick","Sunny",2013
"12728","american robin",2013-05-14,9H 0M 0S,"North Pond",9,"Kelvin Limbrick","Sunny",2013
"12730","lincoln's sparrow",2013-05-14,9H 0M 0S,"North Pond",3,"Kelvin Limbrick","Sunny",2013
"12731","mallard",2013-05-14,9H 0M 0S,"North Pond",32,"Kelvin Limbrick","Sunny",2013
"12733","house sparrow",2013-05-14,9H 0M 0S,"North Pond",38,"Kelvin Limbrick","Sunny",2013
"12734","nashville warbler",2013-05-14,9H 0M 0S,"North Pond",1,"Kelvin Limbrick","Sunny",2013
"12735","wilson's warbler",2013-05-14,9H 0M 0S,"North Pond",2,"Kelvin Limbrick","Sunny",2013
"12736","european starling",2013-05-14,9H 0M 0S,"North Pond",37,"Kelvin Limbrick","Sunny",2013
"12737","canada goose",2013-05-14,9H 0M 0S,"North Pond",45,"Kelvin Limbrick","Sunny",2013
"12738","blue jay",2013-05-14,9H 0M 0S,"North Pond",1,"Kelvin Limbrick","Sunny",2013
"12739","common grackle",2013-05-14,9H 0M 0S,"North Pond",6,"Kelvin Limbrick","Sunny",2013
"12742","rock pigeon",2013-05-14,9H 0M 0S,"North Pond",4,"Kelvin Limbrick","Sunny",2013
"12744","savannah sparrow",2013-05-14,9H 0M 0S,"North Pond",4,"Kelvin Limbrick","Sunny",2013
"12745","wood duck",2013-05-14,9H 0M 0S,"North Pond",6,"Kelvin Limbrick","Sunny",2013
"12746","black crowned night heron",2013-05-14,9H 0M 0S,"North Pond",1,"Kelvin Limbrick","Sunny",2013
"12747","white crowned sparrow",2013-05-14,9H 0M 0S,"North Pond",60,"Kelvin Limbrick","Sunny",2013
"12748","black and white warbler",2013-05-14,9H 0M 0S,"North Pond",1,"Kelvin Limbrick","Sunny",2013
"12749","mourning dove",2013-05-14,9H 0M 0S,"North Pond",2,"Kelvin Limbrick","Sunny",2013
"12750","black capped chickadee",2013-05-14,9H 0M 0S,"North Pond",1,"Kelvin Limbrick","Sunny",2013
"12751","red breasted nuthatch",2013-05-14,9H 0M 0S,"North Pond",1,"Kelvin Limbrick","Sunny",2013
"12752","common yellowthroat",2013-05-14,9H 0M 0S,"North Pond",1,"Kelvin Limbrick","Sunny",2013
"12753","golden winged warbler",2013-05-14,9H 0M 0S,"North Pond",1,"Kelvin Limbrick","Sunny",2013
"12754","song sparrow",2013-05-14,9H 0M 0S,"North Pond",1,"Kelvin Limbrick","Sunny",2013
"12755","northern flicker",2013-05-14,9H 0M 0S,"North Pond",2,"Kelvin Limbrick","Sunny",2013
"12756","yellow warbler",2013-05-14,9H 0M 0S,"North Pond",1,"Kelvin Limbrick","Sunny",2013
"12757","yellow rumped warbler",2013-05-14,9H 0M 0S,"North Pond",2,"Kelvin Limbrick","Sunny",2013
"12758","swamp sparrow",2013-05-14,9H 0M 0S,"North Pond",4,"Kelvin Limbrick","Sunny",2013
"12759","ring billed gull",2013-05-14,9H 0M 0S,"North Pond",1,"Kelvin Limbrick","Sunny",2013
"12761","white throated sparrow",2013-05-14,9H 0M 0S,"North Pond",9,"Kelvin Limbrick","Sunny",2013
"12762","brown headed cowbird",2013-05-14,9H 0M 0S,"North Pond",1,"Kelvin Limbrick","Sunny",2013
"12763","caspian tern",2013-05-14,9H 0M 0S,"North Pond",2,"Kelvin Limbrick","Sunny",2013
"12764","blue gray gnatcatcher",2013-05-14,9H 0M 0S,"North Pond",1,"Kelvin Limbrick","Sunny",2013
"12765","american redstart",2013-05-14,9H 0M 0S,"North Pond",1,"Kelvin Limbrick","Sunny",2013
"12766","domestic goose",2013-05-14,9H 0M 0S,"North Pond",2,"Kelvin Limbrick","Sunny",2013
"12767","indigo bunting",2013-05-14,9H 0M 0S,"North Pond",3,"Kelvin Limbrick","Sunny",2013
"12768","clay colored sparrow",2013-05-14,9H 0M 0S,"North Pond",1,"Kelvin Limbrick","Sunny",2013
"12769","empidonax flycatcher",2013-05-14,9H 0M 0S,"North Pond",1,"Kelvin Limbrick","Sunny",2013
